date,N,Trump_Male,Clinton_Male,sediff_Male,Lo_Male,Up_Male,Nsubgrp_Male,Trump_Female,Clinton_Female,sediff_Female,Lo_Female,Up_Female,Nsubgrp_Female,Trump_White,Clinton_White,sediff_White,Lo_White,Up_White,Nsubgrp_White,Trump_Black,Clinton_Black,sediff_Black,Lo_Black,Up_Black,Nsubgrp_Black,Trump_Hispanic,Clinton_Hispanic,sediff_Hispanic,Lo_Hispanic,Up_Hispanic,Nsubgrp_Hispanic,Trump_OtherRace,Clinton_OtherRace,sediff_OtherRace,Lo_OtherRace,Up_OtherRace,Nsubgrp_OtherRace,Trump_HighSchool,Clinton_HighSchool,sediff_HighSchool,Lo_HighSchool,Up_HighSchool,Nsubgrp_HighSchool,Trump_Associates,Clinton_Associates,sediff_Associates,Lo_Associates,Up_Associates,Nsubgrp_Associates,Trump_Bachelors,Clinton_Bachelors,sediff_Bachelors,Lo_Bachelors,Up_Bachelors,Nsubgrp_Bachelors,Trump_Age18t34,Clinton_Age18t34,sediff_Age18t34,Lo_Age18t34,Up_Age18t34,Nsubgrp_Age18t34,Trump_Age35t64,Clinton_Age35t64,sediff_Age35t64,Lo_Age35t64,Up_Age35t64,Nsubgrp_Age35t64,Trump_Age65p,Clinton_Age65p,sediff_Age65p,Lo_Age65p,Up_Age65p,Nsubgrp_Age65p,Trump_Inc0t34k,Clinton_Inc0t34k,sediff_Inc0t34k,Lo_Inc0t34k,Up_Inc0t34k,Nsubgrp_Inc0t34k,Trump_Inc35t74k,Clinton_Inc35t74k,sediff_Inc35t74k,Lo_Inc35t74k,Up_Inc35t74k,Nsubgrp_Inc35t74k,Trump_Inc75kp,Clinton_Inc75kp,sediff_Inc75kp,Lo_Inc75kp,Up_Inc75kp,Nsubgrp_Inc75kp,Trump_Overall,Clinton_Overall,sediff_Overall,Lo_Overall,Up_Overall
8/5/16,2126,51.501385,39.055464,4.716902,40.655861,49.900989,978,37.304081,49.814156,3.5330827,40.096697,47.021539,1148,54.361638,34.102699,2.9478313,41.343294,47.121043,1720,4.3531717,84.376884,4.3329296,40.118757,48.611299,187,31.01802,58.846347,10.279143,34.858624,55.005743,114,45.319353,45.532424,12.207367,33.462669,57.389108,105,49.853627,41.61341,5.8108737,40.038862,51.428175,464,47.933003,38.847574,3.7535596,39.7118,47.068777,839,35.777119,52.112167,3.8755347,40.146619,47.742667,823,41.846431,43.055039,7.2848899,35.311543,49.589927,365,44.084069,45.161854,3.0797981,41.604759,47.641164,1336,47.500743,45.007,5.3940917,40.967661,51.540081,425,36.355284,51.918119,5.5958243,38.652794,49.620609,667,49.312192,38.183981,4.5349742,39.303812,48.192362,727,45.074467,45.033396,5.0106712,40.143474,49.96439,732,44.247017,44.552811,2.7544442,41.700559,47.09927
8/6/16,2146,50.584597,39.452023,5.0769147,40.042934,49.993686,991,37.542109,49.711547,3.6511674,40.048684,47.204972,1155,54.294393,33.939354,3.0635177,41.114626,47.119121,1738,3.0694932,86.005819,3.7754103,40.837754,48.237558,192,31.24946,57.970845,10.022104,34.788491,54.431815,116,42.857387,48.255832,12.576393,33.231744,57.881475,100,48.335943,42.571422,6.831374,38.758936,52.148429,477,47.633305,39.046218,3.7954065,39.620263,47.05926,828,36.653723,51.341515,3.7225645,40.349506,47.645732,841,42.620716,41.652524,8.1350976,34.164224,50.109016,367,42.920088,46.247555,2.9429969,41.699685,47.467959,1349,47.845727,44.669139,4.993348,41.363952,51.150914,430,36.030678,52.368703,4.629663,39.662621,48.73676,664,48.360603,38.769257,4.861382,38.800775,48.329084,745,45.392888,44.486828,4.7638341,40.271301,49.608416,737,43.962875,44.660823,2.8476904,41.521113,47.102586
8/7/16,2117,50.544996,39.706128,4.3108554,40.900924,49.3502,973,37.375269,50.060067,4.087499,39.711919,47.723417,1144,53.902882,34.088825,3.2177754,40.842434,47.149274,1717,3.5769664,87.669889,3.6015493,42.09391,49.152946,189,31.022287,58.766403,10.722523,34.386273,55.402417,111,45.48807,45.134433,13.675211,31.909544,58.712959,100,48.185663,42.808522,7.2464948,38.395528,52.598657,470,46.663164,40.1569,3.7953862,39.690553,47.12951,809,36.90455,51.404597,3.4416262,40.78178,47.527367,838,41.895938,43.179485,7.9857744,34.711653,50.36377,360,43.059641,46.272039,3.5084725,41.227537,48.104143,1333,47.626877,44.430498,5.029281,41.099992,50.957383,424,36.313723,52.275535,5.2554064,39.144331,49.444927,646,47.733242,40.01487,4.4850454,39.478712,48.2694,732,45.268673,44.466085,4.5357247,40.422369,49.312389,739,43.772797,45.03038,2.7901551,41.667236,47.13594
8/8/16,2136,48.514859,41.590738,4.1948607,40.941835,49.163762,989,38.74661,48.399127,4.1708976,39.485389,47.660348,1147,53.846659,33.987066,3.0830809,40.895444,46.938282,1731,3.2866057,88.200997,3.5187297,42.295446,49.192156,194,30.368517,58.544682,10.084098,34.574183,54.339015,111,46.1187,43.357643,10.214089,34.728364,54.747979,100,46.015342,45.110264,6.3945791,39.296116,51.829491,470,48.118254,38.981762,4.8559129,38.791213,48.308803,816,36.881877,50.417008,3.4363945,40.281776,47.017109,850,38.028921,46.278813,6.9433188,35.349415,48.958319,367,44.06703,45.100607,2.7603707,41.878655,47.288982,1342,48.279909,43.860777,5.6304833,40.552469,51.588217,427,38.398697,50.223359,5.2572279,39.158945,49.463111,640,46.687509,40.775442,4.3304496,39.487635,47.975316,734,43.960545,45.410917,4.9549191,39.82991,49.541552,762,43.440371,45.127614,2.5104862,41.823716,46.744269
8/9/16,2146,48.502031,41.166561,4.2215616,40.697166,48.971426,978,38.804803,48.464344,3.5950743,40.111401,47.157746,1168,53.80244,33.805193,2.7867007,41.07285,46.534783,1732,3.5187599,88.1858,3.2127924,42.703743,49.000816,192,32.395496,56.563743,10.460474,34.228355,54.730884,121,40.975579,48.124943,11.629259,33.153587,55.946935,101,46.57564,44.323925,6.15455,39.418324,51.481242,453,48.569043,38.110428,4.7883546,38.647148,48.032323,822,36.188318,51.328504,3.7708549,40.062973,47.453849,871,38.782845,45.899459,7.2046208,35.280624,49.40168,367,43.839843,44.826536,3.4121375,40.989295,47.677084,1357,48.276383,44.060277,4.6243661,41.636451,50.700209,422,37.494394,50.60168,5.3565407,38.798627,49.297447,628,47.41372,39.901968,4.5941024,39.155624,48.160065,743,44.10859,45.361277,4.1905139,40.62823,48.841637,775,43.48622,44.941279,2.0726824,42.182521,46.244978
8/10/16,2203,48.364264,41.357008,4.459448,40.490377,49.230895,990,38.674971,48.061516,3.8618995,39.583582,47.152905,1213,53.548259,33.646385,2.9190525,40.736651,46.457994,1780,3.2627257,88.477518,4.1833138,41.770474,49.969769,187,31.074603,57.452045,10.802565,33.67681,54.849838,129,45.080224,45.239814,10.189678,35.174134,55.145904,107,46.799201,43.685561,6.5845838,38.789489,51.695273,467,48.015252,38.53539,4.0908877,39.266251,47.284391,857,36.003553,51.306579,3.9382958,39.795536,47.514596,879,38.291408,45.51946,7.4696741,34.585153,49.225715,361,43.543991,44.823078,3.2259517,41.022102,47.344967,1407,48.742408,44.077039,5.4827355,41.036643,51.782804,435,37.410201,50.561784,5.2771165,38.814418,49.157566,643,48.304956,39.267151,4.2924552,39.579447,47.992659,767,43.139745,45.606236,4.4437122,40.018153,48.727829,793,43.33382,44.837825,2.6825727,41.456901,46.714743
8/11/16,2216,48.131472,40.958384,4.2547108,40.375312,48.714545,1009,38.381856,47.287955,3.3281614,39.573307,46.096504,1207,53.354156,33.105888,2.8174615,40.46891,45.991134,1790,2.5241153,88.591063,3.7480631,41.884487,49.230691,186,30.374455,56.052932,12.789202,30.680275,55.747111,130,46.504734,43.60134,11.639924,33.645911,56.460163,110,46.980706,41.992592,6.4811791,38.135093,50.838204,469,46.738327,38.395703,4.6318901,38.027762,47.106267,861,36.214734,51.327971,3.8074094,40.040091,47.502613,886,38.317537,44.078745,7.5653776,33.784071,48.612211,358,42.712037,44.951056,3.0622315,40.830559,46.832533,1413,49.329824,42.864457,5.9031268,40.312076,51.882205,445,35.579716,51.635622,4.8625629,38.842357,48.37298,666,48.664793,38.213049,4.5338537,38.995744,47.882098,773,43.336261,44.385356,5.1410929,38.822537,48.89908,777,43.089814,44.231491,2.3486552,41.35897,45.962334
8/12/16,2251,46.647355,41.961806,4.0647193,40.321156,48.288005,1022,38.137361,49.202659,3.5742641,40.167231,47.172789,1229,52.847517,34.219934,2.7868011,40.80266,46.264791,1831,3.2263738,90.298688,3.0493711,43.774147,49.750915,173,25.628454,61.211609,10.026624,33.59394,53.246123,127,45.435004,41.707288,13.237901,30.598003,56.544289,120,45.053135,44.242121,5.3867613,39.368602,49.926654,477,47.38035,39.349066,4.5888344,38.86765,47.861765,870,35.13753,52.509145,3.4008593,40.490495,47.15618,904,35.993759,48.042854,8.4367877,33.750254,50.286358,364,42.641189,44.605939,3.2256053,40.462471,46.784657,1419,48.383455,45.474273,5.2125901,41.820526,52.037202,468,34.163757,53.634773,5.3453329,38.660839,49.137691,667,48.512569,39.24295,4.9716704,39.005522,48.749996,786,42.210292,45.977643,4.4011206,39.780869,48.407066,798,42.236377,45.714951,2.2929677,41.728556,46.222772
8/13/16,2325,46.481679,42.254518,3.3552939,41.07991,47.656287,1069,37.07221,50.041938,3.5159378,40.111455,47.002693,1256,51.732822,35.75868,2.3428249,41.449782,46.041719,1896,4.9520956,87.296587,3.3127541,42.877842,49.370841,178,23.454457,62.590632,9.8154167,33.403436,52.641653,130,44.536362,41.579813,13.704017,29.628151,56.488024,121,46.104162,43.549281,6.1249654,38.824255,50.829187,485,45.479665,40.969094,4.6266068,38.690305,47.758454,921,33.885964,53.521181,3.3014522,40.46815,46.938996,919,33.945854,49.73595,8.4261153,33.583309,50.098495,375,42.740819,44.537101,3.2547722,40.449283,46.828637,1473,47.438117,46.378644,5.0500211,41.95936,51.857401,477,34.475824,53.211126,5.1611157,38.785581,48.901368,689,49.042909,39.045325,4.3450175,39.786,48.302234,801,39.953041,47.89601,3.9672509,40.036619,47.812431,835,41.554217,46.332561,2.195486,41.791813,46.094965
8/14/16,2510,46.86448,41.486616,4.0001433,40.255408,48.095689,1156,37.524597,49.500197,3.9551214,39.636378,47.388416,1354,51.730016,35.239951,2.3342245,41.197443,45.772523,2040,5.1907172,87.537795,4.0585725,42.386855,50.341657,198,28.241637,58.253642,11.37992,32.095318,54.399961,147,43.072439,43.268836,15.014271,28.456652,57.884623,125,47.97397,42.008754,5.8744169,39.234433,50.74829,519,45.448394,41.145026,4.4780843,38.908187,47.685233,986,33.460271,52.883006,3.5777993,39.665395,46.677881,1005,35.194919,48.53374,7.5919544,34.424214,49.304445,415,42.921508,44.044879,2.8297751,40.710014,46.256373,1577,47.737552,45.786284,4.9719422,41.889414,51.634421,518,34.821356,53.320833,5.6353357,38.548466,49.593723,755,50.339939,37.730948,4.628079,39.499926,48.570961,862,39.863091,47.218341,4.3916371,39.236911,47.84452,893,42.030645,45.634026,2.579727,41.304203,46.360468
8/15/16,2539,47.267887,40.532138,3.7787659,40.196822,47.603203,1154,37.278471,50.196279,3.4185204,40.387225,47.087525,1385,51.661877,35.016159,2.3482114,41.037771,45.640265,2055,4.8078705,88.692733,3.1238417,43.688937,49.811666,204,29.241113,57.317656,11.170318,32.332472,54.226296,150,41.928062,45.542743,12.332705,31.649352,55.821453,130,48.855934,41.560239,5.7405852,39.582313,50.83386,530,44.470072,41.07624,4.1905019,38.666464,46.879848,997,33.566918,53.084716,3.4346116,39.959898,46.691737,1012,35.677274,48.749152,7.0544954,35.299807,49.126618,404,42.912169,43.747079,2.9203984,40.467634,46.191614,1617,47.62792,45.656858,5.0969274,41.6474,51.637378,518,34.448584,54.141581,5.3846936,39.018083,49.572082,771,51.000151,37.08495,4.2012421,39.925333,48.159768,886,39.736145,46.98939,3.9386974,39.502844,47.222691,882,42.114223,45.517988,2.0828818,41.774882,45.85733
8/16/16,2551,49.538764,37.649516,4.813312,38.877094,48.311185,1171,37.174748,50.420672,2.9565662,40.900276,46.695145,1380,51.734702,34.945118,2.3833552,41.004222,45.675598,2069,14.137559,79.869452,13.966988,33.315857,60.691154,216,26.207317,57.737175,8.9085575,33.24186,50.702633,142,46.113468,40.722471,9.7581808,33.854952,52.980987,124,50.952399,39.091451,6.7332756,38.423315,51.620535,555,44.33016,41.052904,3.9781069,38.792987,46.590077,993,34.66436,51.817651,3.2497846,40.056216,46.425794,1003,39.023949,44.407922,7.7618922,34.109281,49.32259,419,43.671556,43.385788,2.8220048,40.763107,46.294237,1599,46.903235,45.672642,4.7129932,41.669205,50.906672,533,35.213345,52.184871,5.0587313,38.741551,48.656665,782,50.403494,37.50348,3.8375411,40.192696,47.714277,883,42.386562,44.627251,5.1665507,38.443687,48.570126,886,43.206173,44.190636,2.6695688,41.082227,46.314582
8/17/16,2500,49.401925,37.418032,4.7350306,38.769649,48.050309,1161,37.790478,50.26472,3.0740659,41.015015,47.040184,1339,52.052463,34.527736,2.4471059,40.891936,45.688264,2037,14.637733,79.719687,14.327595,33.137667,61.219753,213,26.684704,58.553352,9.3296206,33.476,51.762056,135,43.229539,42.310962,11.31672,31.679865,53.860635,115,51.931004,38.255466,6.8397469,38.390283,51.796187,552,44.006982,41.325316,4.3102144,38.442139,46.890159,951,34.591641,51.93422,3.6898496,39.646878,46.878983,997,39.445299,44.036661,7.4182368,34.471108,49.010852,414,44.123412,43.296694,2.8383647,40.928455,46.49165,1569,46.63986,45.511629,4.7057065,41.464152,50.687337,517,35.602173,52.015537,4.6137675,39.287363,48.330347,780,50.345068,37.514662,4.4971231,39.522684,48.337046,858,42.692739,44.358114,5.3562635,38.276289,48.774565,862,43.442998,44.010878,2.9053508,40.879694,46.574182
8/18/16,2489,48.629122,38.554602,4.8112037,38.876882,48.306841,1155,38.342716,50.274133,3.4222508,40.954619,47.66223,1334,52.044494,34.91399,2.6528794,40.87942,46.079064,2023,14.626029,80.014818,15.736082,31.899063,62.741784,205,27.835108,59.108775,8.4985109,35.143401,51.800482,140,39.777626,45.200269,9.2780997,33.39641,51.581485,121,50.789636,39.669414,6.3188628,39.037039,51.42201,555,44.8903,41.685465,4.1621873,39.208939,47.366826,938,34.944087,51.634929,3.1329517,40.219215,46.359801,996,40.175918,44.384085,8.6577476,33.795409,50.764595,412,43.574729,44.271993,3.1801835,40.806781,47.039941,1572,46.555148,45.334788,5.2283534,40.821182,51.068754,505,37.10075,50.7513,4.4592646,39.555946,48.296104,756,50.362235,37.643636,4.3690041,39.721312,48.28456,856,41.864143,46.025005,5.610276,38.446504,49.442645,877,43.366645,44.550258,3.0180216,41.000791,46.916113
8/19/16,2463,50.177278,36.975605,4.166903,39.492877,47.660007,1138,38.496539,49.855173,3.0316971,41.204793,47.146919,1325,52.398517,34.304421,2.59808,40.805351,45.897588,1997,13.612478,80.71973,13.619536,33.818959,60.51325,219,32.036892,54.539644,9.3686386,34.107002,52.469534,140,43.788698,43.429009,12.740658,31.123009,56.094699,107,53.118342,37.758424,6.1407723,39.420426,51.45634,546,45.001039,41.271733,3.9726195,39.243219,47.029553,939,35.008647,51.070967,3.8072222,39.308729,46.770885,978,41.032438,43.591949,7.9095422,34.560842,50.063545,418,44.186961,43.43923,3.1049234,40.77027,46.85592,1548,47.74988,43.870795,4.5196334,41.381097,50.239578,497,37.44223,50.599987,4.5701212,39.54239,48.499827,755,51.227915,36.667259,3.8957148,40.129786,47.765387,840,42.775912,44.737371,4.7567128,39.095063,48.41822,868,44.187003,43.58068,2.6212238,41.315042,46.452641
8/20/16,2385,50.980172,36.166794,4.723045,38.944899,48.202067,1084,39.18142,49.58643,3.4563352,40.996717,47.771134,1301,53.124417,33.102155,2.6532779,40.513074,45.713498,1925,12.766513,82.871109,12.768646,35.305538,60.332085,213,36.488414,51.95595,9.8865431,34.533369,53.910994,138,43.418103,45.600144,10.095036,34.615988,54.402258,109,52.313698,38.361298,6.8982534,38.57721,52.097786,539,47.467825,39.480906,3.9303985,39.622575,47.326156,902,35.628502,50.554506,3.311794,39.845946,46.337062,944,42.949779,42.145942,7.9352187,34.771346,50.324375,403,44.397259,43.38894,3.3945347,40.566455,47.219743,1503,48.4717,43.167076,5.4327858,40.495258,51.143518,479,36.782551,51.640425,5.3791828,38.939889,49.483087,755,52.200317,35.368107,4.2971143,39.57304,47.995384,813,44.335117,43.678477,4.8058379,39.297076,48.716518,817,44.964677,43.008683,2.7797257,41.262549,46.710811
8/21/16,2359,50.312026,36.6679,4.8143965,38.771854,48.208071,1074,39.069815,50.106074,3.4553647,41.201687,47.974202,1285,52.497327,33.988357,2.8019478,40.496933,45.988751,1898,14.304392,81.314766,13.059005,35.011755,60.607403,206,34.205131,53.91366,8.5683089,35.662453,52.456338,139,43.756923,45.185425,11.544067,33.157989,55.784359,116,50.979056,39.506666,5.7121393,39.644965,50.840758,537,48.131937,38.605512,4.1501928,39.301536,47.435914,904,35.30686,51.647729,3.4638762,40.082696,46.871893,918,42.25636,42.843973,7.2084727,35.485863,49.61447,381,44.199441,43.73584,2.6991653,41.322459,46.612823,1504,47.922147,43.938974,4.7357712,41.289505,50.571616,474,37.536694,50.897125,4.2319799,40.069569,48.364249,746,50.694273,36.391405,3.9665101,39.655659,47.430019,803,44.053803,44.641049,4.8683157,39.576477,49.118375,810,44.556728,43.547392,2.495249,41.606716,46.497404
8/22/16,2411,49.843776,37.620668,4.4449306,39.37619,48.088254,1119,38.455859,50.556506,3.1649588,41.404523,47.607842,1292,52.48336,34.200173,2.4037178,40.986123,45.69741,1955,13.993689,82.188548,12.957038,35.393221,60.789015,198,32.614351,55.580695,7.8719409,36.383021,51.812025,141,41.154562,46.069811,10.750826,33.076377,54.147996,117,48.624101,42.363296,6.6492283,38.977455,52.009942,543,49.479692,37.915108,3.625803,40.144113,47.250687,916,35.070425,51.303676,3.9776733,39.28893,47.08517,952,40.791351,44.407885,8.1789797,34.584218,50.615018,391,44.622133,43.85193,2.8915295,41.403333,47.07073,1511,46.464453,44.739892,4.5839826,41.109869,50.094475,509,37.173455,51.701567,4.5329293,39.99524,48.879782,751,48.903182,37.945563,4.2150068,39.293666,47.555079,829,44.349009,44.63878,5.6274078,38.979035,50.008754,831,44.045202,44.207422,2.5857535,41.592274,46.660351
8/23/16,2396,47.222328,41.411759,3.6528155,40.737285,47.896803,1112,39.479089,48.893726,3.3466805,40.906661,47.466154,1284,52.952882,34.349174,2.4213008,41.278153,46.023902,1950,4.5711378,88.222801,3.8147547,42.65851,50.135429,190,33.576213,56.693986,9.5853293,35.741477,54.528723,136,42.082351,46.517749,10.60014,33.911913,54.688187,120,45.431907,45.320774,5.8112513,39.681314,51.071367,538,50.102436,37.886948,3.73807,40.331383,47.658,918,35.238024,51.473679,3.4460638,39.978709,46.732994,940,35.888239,49.014065,6.7851328,35.801722,49.100582,389,44.538477,44.489384,2.748074,41.820818,47.207043,1518,48.474761,42.853657,5.1134908,40.652988,50.67543,489,36.791003,51.840591,4.8292453,39.583137,49.048458,766,49.588744,37.885801,4.8669348,38.967676,48.506869,816,42.01194,47.237264,4.9119597,39.810881,49.438322,814,43.221136,45.277943,2.3446728,41.95176,46.547319
8/24/16,2434,48.237555,39.851568,3.8104427,40.310327,47.778795,1122,40.107564,48.398605,3.3892778,40.931592,47.574577,1312,53.226111,34.019638,3.0431367,40.640601,46.605149,1973,4.6223498,87.705268,3.3886968,42.842886,49.484732,199,36.238751,53.361537,8.7919235,36.184059,53.416229,140,40.869836,48.179183,11.58746,33.168799,55.88022,122,46.758,43.406189,5.1699821,40.015512,50.148677,534,51.204885,36.554701,3.9138921,40.044179,47.715407,954,35.294679,51.675762,3.4651365,40.089387,46.881054,946,39.019444,46.056869,6.6535257,36.017701,49.058612,395,44.388676,44.028474,3.2610972,41.0127,47.40445,1534,48.505632,42.946911,4.7882501,41.033786,50.418756,505,37.500962,50.999976,4.7033827,39.641154,48.859784,761,50.959458,36.568637,3.5995552,40.236483,47.291612,845,42.29492,46.519501,4.7408864,39.761142,49.053279,828,44.028485,44.27655,2.2589338,41.938763,46.366273
8/25/16,2444,49.156609,38.877742,3.9752767,40.121405,47.912947,1124,39.726604,48.012102,3.3253701,40.61049,47.128216,1320,53.556309,33.782032,2.4952067,41.223868,46.114473,1975,4.9562663,85.148167,3.8312101,41.297631,48.806802,213,34.524101,52.710388,10.673892,33.15683,54.077658,137,47.380443,43.131108,9.6985243,35.751222,54.76033,119,47.873521,41.138021,5.42835,39.185988,49.825554,544,49.881713,36.977608,4.620717,38.901358,47.957963,972,35.966771,51.660003,3.1394229,40.736752,46.890021,928,37.936409,45.475893,6.4219833,35.412607,47.999695,412,45.158535,43.165077,3.1716202,41.053619,47.269994,1528,49.438819,42.454724,5.119896,40.929273,50.96427,504,34.83815,51.259426,4.696061,38.446648,47.650928,790,51.279995,37.148371,5.2907686,39.02923,49.399136,842,44.206916,44.288339,4.5993471,39.740268,48.754988,812,44.282166,43.599364,2.4291034,41.560244,46.321286
8/26/16,2460,48.258821,39.869184,4.418122,39.734243,48.393762,1121,38.552034,49.065941,3.980888,39.907717,47.710258,1339,52.997898,34.400896,3.1751806,40.58772,46.811074,1979,5.3720886,85.470682,5.7376527,39.798486,51.044285,215,30.312307,55.540476,10.321565,32.811258,53.041526,140,44.773293,45.604113,12.631697,32.80964,57.567766,126,45.858796,43.64384,7.0002782,37.891045,51.611591,563,49.43908,36.635414,4.1457976,38.974365,47.100128,964,35.493906,52.236233,3.7043246,40.234832,47.495308,933,38.457941,45.087056,7.7641975,34.163585,49.381412,413,43.904683,44.195675,2.9036432,41.204609,46.895749,1544,47.231721,44.954137,5.4891727,40.71354,51.472318,503,35.71939,51.187412,5.0078833,38.545675,48.361127,792,50.220322,37.720704,4.7616333,39.304113,48.636914,863,42.188522,46.195261,4.8417007,39.447025,48.936758,805,43.261139,44.60427,3.0809142,40.913409,46.952
8/27/16,2545,48.263355,39.886302,3.746413,40.403344,47.746313,1161,39.332198,48.257176,3.2447303,40.614851,46.974523,1384,53.001111,34.544778,2.5744041,41.250028,46.295861,2047,5.345207,84.701092,4.4390237,40.672906,49.373393,220,31.102604,54.763875,9.098451,34.016758,51.849722,144,48.14846,42.38301,11.262074,34.228903,56.302567,134,47.668303,42.15789,5.7095306,39.317757,50.508437,581,48.932862,36.744436,3.5073231,39.401472,46.275826,990,35.294405,52.438981,2.9234433,41.001719,46.731667,974,37.544552,45.11238,7.3376334,34.137585,48.519346,427,45.162818,43.450123,3.0536832,41.313861,47.29908,1601,47.224043,44.848794,5.1376151,41.001556,51.071281,517,35.741325,50.707519,4.2459046,39.063435,47.385408,798,50.237463,37.809484,4.2760251,39.832969,48.213979,894,43.086547,45.467008,4.6775011,39.692826,48.860728,853,43.64818,44.211951,2.2149074,41.759456,46.100675
8/28/16,2469,48.802348,39.286494,3.7818509,40.338207,47.750635,1125,39.481822,47.58002,3.9533815,39.656607,47.405235,1344,53.543948,34.089146,2.5945226,41.273915,46.359179,1999,4.1256478,84.809998,4.1456164,40.405119,48.530527,216,31.606958,52.500504,9.0189588,33.215151,50.892311,135,50.854785,40.005065,11.157056,34.49601,56.36384,119,48.399743,41.593611,5.7643356,39.347628,50.645726,571,47.815828,36.92359,3.8299747,38.616334,46.123084,962,36.339206,51.181259,3.5829856,40.248907,47.271558,936,37.969439,44.42498,5.7973366,35.51582,46.878599,423,45.780766,42.400932,3.3007888,40.856076,47.325622,1543,46.666365,45.260654,4.688695,41.368589,50.558431,503,35.326997,50.41094,4.3514288,38.604568,47.133369,780,50.539157,37.482714,4.2871136,39.809564,48.212307,883,43.817916,44.432215,4.3384788,39.873356,48.376775,806,43.963083,43.592535,2.1759976,41.645332,45.910287
8/29/16,2500,50.163869,37.873667,4.0243191,40.074935,47.962601,1124,40.433352,46.362522,3.4025602,40.063428,46.732446,1376,54.199793,33.48144,2.5708102,41.321223,46.360011,2022,4.3082435,84.089821,4.375999,39.910553,48.487511,226,31.582368,50.944921,8.7797854,32.659455,49.867834,138,58.216266,33.41367,11.323934,34.717513,56.912423,114,51.102379,38.097915,5.9592107,38.76012,50.440173,577,47.44933,37.941102,3.7904348,38.98059,46.409842,986,37.098866,50.168225,4.0982956,39.617216,47.649876,937,40.291344,41.251243,7.2298455,33.686045,47.856542,451,45.814825,42.247784,3.2810478,40.815878,47.246731,1567,48.697531,43.652242,5.0452297,41.230561,51.119211,482,35.919416,49.03218,4.180508,38.3789,46.572696,808,52.574446,35.172699,4.3833673,39.577872,48.169272,870,44.527821,43.994559,4.4572893,39.893046,48.629333,822,45.066159,42.320884,2.4815301,41.261622,46.125421
8/30/16,2576,51.867281,35.66673,4.071701,39.776739,47.757272,1163,39.181661,47.644974,3.6233065,39.862477,46.964158,1413,54.860116,32.457495,2.7885495,40.926027,46.391584,2078,4.6620365,85.037976,3.1764249,41.73711,47.962903,234,31.237782,51.161363,8.5201794,32.849797,49.549348,142,50.45806,39.214659,12.416609,32.668083,57.004636,122,53.805765,35.010839,6.4779605,38.059901,50.756703,595,46.42824,38.751198,3.8203016,38.845823,46.333614,1021,36.202029,51.070584,3.1814713,40.518464,46.754148,960,42.872477,39.635866,7.0004871,34.393694,48.114649,465,45.146364,42.030962,2.9633261,40.684603,46.492723,1619,48.275382,43.999406,5.4340999,40.811976,51.462812,492,35.673685,50.169931,4.7650823,38.252027,47.591589,849,50.361066,37.148274,4.5368287,39.308578,48.200762,897,46.943355,40.727377,4.2749128,39.645951,48.02478,830,45.292689,41.874709,2.5361384,41.098283,46.069115
8/31/16,2646,52.414975,35.819446,4.0024773,40.194783,48.039639,1182,38.130028,48.520196,3.3568092,40.035439,46.614785,1464,55.635907,32.291469,2.7070933,41.310736,46.616639,2136,4.9222198,84.965649,3.2581193,41.750977,48.136891,240,26.624203,54.092328,8.237805,32.285217,48.431314,147,49.242926,40.15977,12.765352,32.191303,57.211392,123,53.626597,35.612667,5.9821298,38.757145,50.482119,618,46.226864,39.309337,3.7110428,39.131279,46.404923,1039,35.624506,51.608831,3.3949762,40.289592,46.943745,989,42.915194,39.260648,6.6668634,34.554395,47.621447,491,45.149208,42.660881,2.8034783,41.157635,46.652453,1661,47.012493,45.273449,5.5506636,40.70332,51.582621,494,35.928433,49.611317,5.6573698,37.225652,48.314097,873,49.906458,37.59896,4.4558625,39.385964,48.119454,920,46.567375,41.888876,3.9622594,40.345112,48.11114,853,45.012787,42.400733,2.4576803,41.298234,46.115287
9/1/16,2650,49.803188,37.73058,4.1951432,39.655643,47.878124,1186,38.528093,48.694126,3.235956,40.439873,46.782347,1464,54.320852,33.073698,2.6147492,41.134821,46.259729,2126,4.5359039,85.105017,3.9871791,40.913025,48.727896,240,28.718156,55.134856,7.6390777,34.44021,49.412803,153,45.089854,43.700904,11.802282,32.829142,55.961615,131,51.364734,38.401625,5.9472039,39.054919,50.711439,619,46.900774,38.516092,3.8035195,38.980984,46.435882,1023,34.398386,52.30936,3.621369,39.804931,46.902815,1008,39.692659,42.589748,6.4216965,34.847941,47.434466,485,44.698166,42.933029,2.9401846,40.934217,46.696979,1666,47.482114,45.035418,4.7643514,41.589701,50.92783,499,37.475047,48.605275,4.8829924,38.254829,47.825494,866,49.286386,37.721342,3.6775853,39.899831,47.107898,919,43.754466,44.691355,4.6464739,39.669366,48.776455,865,44.039679,43.334835,2.3001111,41.433148,45.941366
