cycle,branch,type,matchup,forecastdate,state,startdate,enddate,pollster,grade,samplesize,population,poll_wt,rawpoll_clinton,rawpoll_trump,rawpoll_johnson,rawpoll_mcmullin,adjpoll_clinton,adjpoll_trump,adjpoll_johnson,adjpoll_mcmullin,multiversions,url,poll_id,question_id,createddate,timestamp
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"Maryland",9/9/2016,9/22/2016,"Ipsos","A-",435,"lv",.0030949,50.27,33.88,,,50.31316,34.45374,,,"","http://www.reuters.com/statesofthenation/",46073,72065,9/26/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"U.S.",7/22/2016,7/24/2016,"CNN/Opinion Research Corp.","A-",882,"rv",.0030858,39,44,9,,43.85397,46.11,4.631444,,"","http://i2.cdn.turner.com/cnn/2016/images/07/25/trump.clinton.poll.pdf",44674,68223,7/25/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"Delaware",9/14/2016,9/20/2016,"Google Consumer Surveys","B",85,"lv",.0030837,41.23,30.04,6.6,,48.77344,38.54924,2.691606,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",45955,71842,9/22/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"Nebraska",9/21/2016,9/26/2016,"Google Consumer Surveys","B",207,"lv",.0030692,29.03,38.05,5.33,,36.3629,46.58503,1.66211,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46263,72322,9/28/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"Alabama",9/27/2016,10/3/2016,"Google Consumer Surveys","B",357,"lv",.0030591,19.45,56.59,4.93,,25.94269,64.81541,1.56073,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46460,72658,10/5/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"Kansas",9/2/2016,9/22/2016,"Ipsos","A-",314,"lv",.0030526,35.91,50.8,,,34.88639,50.40985,,,"","http://www.reuters.com/statesofthenation/",46069,72061,9/26/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"District of Columbia",9/7/2016,9/13/2016,"Google Consumer Surveys","B",73,"lv",.0030524,38.8,32.39,6.32,,47.06968,41.88916,2.218874,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45749,71433,9/14/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"Massachusetts",8/9/2016,9/1/2016,"SurveyMonkey","C-",1167,"rv",.003019,48,29,11,,50.67745,35.4329,3.988227,,"","https://www.washingtonpost.com/politics/a-new-50-state-poll-shows-exactly-why-clinton-holds-the-advantage-over-trump/2016/09/05/13458832-7152-11e6-9705-23e51a2f424d_story.html",45363,70569,9/6/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"Nevada",9/2/2016,9/22/2016,"Ipsos","A-",294,"lv",.0030065,45.03,45.02,,,44.67836,45.2776,,,"","http://www.reuters.com/statesofthenation/",46081,72073,9/26/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"Maine",6/15/2016,6/21/2016,"University of New Hampshire","B+",475,"lv",.0029958,42,35,,,41.76123,38.11454,,,"","http://www.pressherald.com/2016/06/25/portland-press-herald-june-2016-poll-results/",44414,67395,6/26/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"Georgia",9/27/2016,10/3/2016,"Google Consumer Surveys","B",599,"lv",.0029912,28.89,43.74,7.39,,35.41066,52.02312,4.02073,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46469,72667,10/5/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"Missouri",9/9/2016,9/22/2016,"Ipsos","A-",356,"lv",.0029878,35.23,50.79,,,34.75795,50.8541,,,"","http://www.reuters.com/statesofthenation/",46078,72070,9/26/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"U.S.",9/17/2016,9/21/2016,"Ipsos","A-",1121,"lv",.0029816,38.3,37.7,7.8,,40.54563,40.46896,5.10402,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",46008,71943,9/23/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"U.S.",9/30/2016,10/6/2016,"CVOTER International","C+",1250,"lv",.0029696,47.74,46.7,,,45.60236,44.54169,,,"","http://www.upi.com/Top_News/US/2016/10/08/UPICVoter-poll-Clinton-retakes-lead-with-post-debate-bump/2941475947664/",46558,72824,10/8/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"Iowa",6/24/2016,6/28/2016,"Loras College","B-",600,"lv",.0029614,44,31,6,,47.51849,36.62016,2.509296,,"","http://myweb.loras.edu/Loras/PDF/PollIASurveyJune2016.pdf",44484,67621,6/30/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"Iowa",9/2/2016,9/22/2016,"Ipsos","A-",344,"lv",.0029593,40.51,50.74,,,40.32405,51.20504,,,"","http://www.reuters.com/statesofthenation/",46068,72060,9/26/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"Kentucky",7/5/2016,7/7/2016,"Google Consumer Surveys","B",776,"a",.0029554,28.3,33.6,,,35.53333,44.41558,,,"","http://www.babbagecofounder.com/2016/07/11/cofounder-pulse-poll-trump-leads-clinton-kentucky/",44532,67809,7/11/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"U.S.",10/27/2016,10/28/2016,"Google Consumer Surveys","B",943,"lv",.0029516,37.1,36.6,5.9,,42.52401,43.17819,4.958244,,"","https://s3.amazonaws.com/redoakstrategic-gcs/RedOakStrategic_NationalGCSSurvey_Nov12016.pdf",47939,74997,11/1/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"Pennsylvania",9/23/2016,9/29/2016,"Ipsos","A-",500,"lv",.0029471,45.23,42.35,,,44.89769,42.98726,,,"","http://www.reuters.com/statesofthenation/",46371,72499,10/3/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"U.S.",10/4/2016,10/6/2016,"Rasmussen Reports/Pulse Opinion Research","C+",1500,"lv",.0029089,43,42,7,,44.40402,45.37598,4.733813,,"","http://www.rasmussenreports.com/public_content/politics/elections/election_2016/white_house_watch_oct07",46543,72774,10/7/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"U.S.",10/3/2016,10/3/2016,"Gravis Marketing","B-",1690,"rv",.0029004,44,44,5,,44.97039,46.57917,2.909927,,"","https://www.scribd.com/document/326562582/National-Poll-October-4-2016-v3-1#from_embed",46520,72731,10/5/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"South Dakota",9/14/2016,9/20/2016,"Google Consumer Surveys","B",75,"lv",.002893,31.03,30.11,13.38,,38.72207,38.8091,9.471606,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",45989,71876,9/22/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"Indiana",9/9/2016,9/22/2016,"Ipsos","A-",367,"lv",.0028894,34.92,53.53,,,33.72852,52.86674,,,"","http://www.reuters.com/statesofthenation/",46067,72059,9/26/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"Pennsylvania",10/4/2016,10/9/2016,"Google Consumer Surveys","B",737,"lv",.0028786,39.65,33.6,5.16,,45.60035,42.24408,2.300239,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46724,73028,10/10/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"U.S.",6/26/2016,6/29/2016,"Suffolk University","B+",1000,"lv",.0028725,39,35,8,,41.85593,39.40303,6.006639,,"","http://www.usatoday.com/story/news/politics/elections/2016/07/04/usa-today-suffolk-poll-voters-alarmed-trump-clinton/86632526/",44496,67676,7/4/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"Nevada",9/27/2016,10/3/2016,"Google Consumer Surveys","B",120,"lv",.0028534,35.2,33.06,12.95,,41.90156,41.71625,9.58073,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46492,72690,10/5/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"U.S.",10/8/2016,10/14/2016,"USC Dornsife/LA Times","",2870,"lv",.0028423,44.1,44.24,,,45.15894,43.04033,,,"","http://latimes.com/politics/",46815,73260,10/15/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"Kentucky",10/17/2016,10/25/2016,"SurveyMonkey","C-",366,"lv",.002831,29,60,7,,27.60242,61.65599,3.234497,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus",47490,74282,10/26/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"Michigan",9/23/2016,9/29/2016,"Ipsos","A-",375,"lv",.0028273,39.35,39.05,,,38.55206,39.27967,,,"","http://www.reuters.com/statesofthenation/",46356,72484,10/3/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"Ohio",10/4/2016,10/9/2016,"Google Consumer Surveys","B",794,"lv",.0028178,32.41,35.84,7.23,,38.39372,44.61663,4.370239,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46721,73025,10/10/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"Georgia",10/17/2016,10/25/2016,"SurveyMonkey","C-",2235,"lv",.0028103,44,47,7,,42.58572,48.43226,3.234497,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus",47483,74275,10/26/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"U.S.",9/16/2016,9/20/2016,"Ipsos","A-",1130,"lv",.002808,37.4,36.6,8.2,,39.66214,39.40598,5.458128,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",46009,71944,9/23/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"Tennessee",8/9/2016,9/1/2016,"SurveyMonkey","C-",1021,"rv",.0027926,31,51,10,,33.067,56.49242,2.988227,,"","https://www.washingtonpost.com/politics/a-new-50-state-poll-shows-exactly-why-clinton-holds-the-advantage-over-trump/2016/09/05/13458832-7152-11e6-9705-23e51a2f424d_story.html",45384,70590,9/6/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"Nebraska",9/2/2016,9/22/2016,"Ipsos","A-",169,"lv",.0027577,30.94,54.47,,,30.58887,54.7441,,,"","http://www.reuters.com/statesofthenation/",46080,72072,9/26/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"Alaska",9/14/2016,9/20/2016,"Google Consumer Surveys","B",56,"lv",.0027464,20.82,39.24,8.53,,28.58439,48.0315,4.621605,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",45947,71834,9/22/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"New Mexico",9/21/2016,9/26/2016,"Google Consumer Surveys","B",194,"lv",.0027441,37.92,26.02,17.4,,45.28189,34.59597,13.73211,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46266,72325,9/28/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"U.S.",9/26/2016,9/27/2016,"Morning Consult","",1253,"lv",.0027426,41,38,8,,44.03934,42.34446,3.656104,,"","https://morningconsult.com/wp-content/uploads/2016/09/160915_crosstabs_trend_v1_LIKELYVOTERS_AD.pdf",46169,72220,9/28/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"U.S.",9/29/2016,10/5/2016,"CVOTER International","C+",1257,"lv",.002741,47.26,47.36,,,45.20859,45.15476,,,"","http://www.upi.com/Top_News/US/2016/10/08/UPICVoter-poll-Clinton-retakes-lead-with-post-debate-bump/2941475947664/",46559,72825,10/8/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"Montana",8/26/2016,9/15/2016,"Ipsos","A-",113,"lv",.0027382,39.04,52.31,,,37.47355,51.59832,,,"","http://www.reuters.com/statesofthenation/",45855,71619,9/16/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"Connecticut",9/2/2016,9/22/2016,"Ipsos","A-",440,"lv",.0027305,47.33,37.36,,,47.28612,37.98264,,,"","http://www.reuters.com/statesofthenation/",46061,72053,9/26/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"Ohio",10/17/2016,10/25/2016,"SurveyMonkey","C-",1951,"lv",.0027253,40,45,8,,38.60645,46.70992,4.234497,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus",47508,74300,10/26/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"New Jersey",10/4/2016,10/9/2016,"Google Consumer Surveys","B",618,"lv",.0027095,40.3,34.19,5.03,,46.30955,43.06918,2.170239,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46717,73021,10/10/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"Nevada",9/21/2016,9/26/2016,"Google Consumer Surveys","B",173,"lv",.0027066,33.96,34.44,9.94,,41.24585,42.90859,6.27211,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46267,72326,9/28/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"Oregon",9/9/2016,9/22/2016,"Ipsos","A-",381,"lv",.0026981,43.63,41.36,,,43.3494,41.68458,,,"","http://www.reuters.com/statesofthenation/",46089,72081,9/26/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"U.S.",9/22/2016,9/24/2016,"Morning Consult","",1712,"lv",.0026934,38,39,9,,41.41467,43.22527,4.500811,,"","https://morningconsult.com/2016/09/25/trump-edges-clinton-ahead-first-debate/",46022,71971,9/25/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"Mississippi",9/21/2016,9/26/2016,"Google Consumer Surveys","B",172,"lv",.00269,25.49,52.31,3.6,,32.43539,60.29781,-.0678901,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46259,72318,9/28/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"Kentucky",8/9/2016,9/1/2016,"SurveyMonkey","C-",732,"rv",.0026884,29,52,7,,31.07956,57.51176,-.0117731,,"","https://www.washingtonpost.com/politics/a-new-50-state-poll-shows-exactly-why-clinton-holds-the-advantage-over-trump/2016/09/05/13458832-7152-11e6-9705-23e51a2f424d_story.html",45359,70565,9/6/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"Oregon",10/17/2016,10/25/2016,"SurveyMonkey","C-",576,"lv",.0026879,51,32,9,,49.62019,33.89398,5.234497,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus",47510,74302,10/26/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"Tennessee",9/9/2016,9/22/2016,"Ipsos","A-",447,"lv",.0026834,33.39,47.02,,,33.5697,47.73653,,,"","http://www.reuters.com/statesofthenation/",46093,72085,9/26/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"Arizona",10/17/2016,10/25/2016,"SurveyMonkey","C-",1550,"lv",.0026788,41,42,12,,39.61088,43.76933,8.234497,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus",47475,74267,10/26/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"Oregon",6/23/2016,6/27/2016,"icitizen","",555,"rv",.0026736,46,32,,,47.83164,36.64644,,,"","https://icitizen.com/insights/oregon-poll-results-june-2016/",44515,67765,7/7/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"Michigan",9/27/2016,9/27/2016,"Mitchell Research & Communications","D",1956,"lv",.0026702,46,41,8,,46.53078,42.97752,5.052636,,"","http://projects.fivethirtyeight.com/polls/20160928_MI_1.pdf",46285,72346,9/28/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"Arkansas",9/21/2016,9/26/2016,"Google Consumer Surveys","B",131,"lv",.0026495,28.09,45.52,4.38,,35.31273,53.89944,.71211,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46236,72295,9/28/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"Rhode Island",9/7/2016,9/13/2016,"Google Consumer Surveys","B",53,"lv",.0026483,37.65,30.19,5.77,,45.91748,39.6863,1.668874,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45781,71465,9/14/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"Ohio",9/23/2016,9/29/2016,"Ipsos","A-",557,"lv",.0026398,44.36,42.81,,,43.81821,43.28287,,,"","http://www.reuters.com/statesofthenation/",46368,72496,10/3/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"Delaware",8/26/2016,9/15/2016,"Ipsos","A-",115,"lv",.0026382,43.33,28.07,,,43.19708,28.71817,,,"","http://www.reuters.com/statesofthenation/",45838,71602,9/16/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"Maine",9/14/2016,9/20/2016,"Google Consumer Surveys","B",59,"lv",.0026366,33.3,35.15,7.28,,41.22431,44.14578,3.371606,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",45969,71856,9/22/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"Montana",9/14/2016,9/20/2016,"Google Consumer Surveys","B",159,"lv",.0026332,32.75,28.94,13.28,,40.48983,37.70012,9.371606,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",45974,71861,9/22/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"Michigan",6/11/2016,6/20/2016,"Greenberg Quinlan Rosner (Democracy Corps)","B-",300,"lv",.0026326,48,33,12,,49.69152,37.76945,7.411413,,"","http://www.wvwvaf.org/wp-content/uploads/2016/06/Dcorps_WV_BG_06.30.16_for-release.pdf",44476,67608,6/30/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"North Dakota",9/7/2016,9/13/2016,"Google Consumer Surveys","B",71,"lv",.0026167,26.31,45.08,8.91,,34.3108,54.23033,4.808874,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45770,71454,9/14/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"Vermont",9/7/2016,9/13/2016,"Google Consumer Surveys","B",72,"lv",.0026004,49.71,18.36,7.19,,57.82103,27.65333,3.088874,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45788,71472,9/14/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"U.S.",7/29/2016,8/4/2016,"IBD/TIPP","A-",851,"rv",.0025854,39,35,12,,44.0336,41.27857,7.00384,,"","http://www.investors.com/wp-content/uploads/2016/08/ibdtippINTERNAL_Tables_Aug2016_Horserace_Registered-Voters.pdf",44774,68541,8/5/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"Virginia",9/27/2016,10/3/2016,"Google Consumer Surveys","B",629,"lv",.0025844,40.86,27,7.23,,47.50591,35.54146,3.860731,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46504,72702,10/5/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"Oklahoma",9/2/2016,9/22/2016,"Ipsos","A-",332,"lv",.0025787,29.57,54.94,,,28.41424,54.36033,,,"","http://www.reuters.com/statesofthenation/",46088,72080,9/26/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"U.S.",9/15/2016,9/19/2016,"Ipsos","A-",1110,"lv",.002578,37.4,39.2,7.4,,39.682,42.03649,4.620548,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",45902,71727,9/20/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"Texas",10/17/2016,10/25/2016,"SurveyMonkey","C-",2148,"lv",.0025762,40,47,8,,38.6013,48.64093,4.234497,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus",47516,74308,10/26/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"U.S.",10/7/2016,10/13/2016,"USC Dornsife/LA Times","",2879,"lv",.002576,44.2,43.88,,,45.30413,42.63774,,,"","http://latimes.com/politics/",46795,73188,10/14/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"New Jersey",8/9/2016,9/1/2016,"SurveyMonkey","C-",912,"rv",.0025658,49,34,8,,51.21809,39.72519,.9882269,,"","https://www.washingtonpost.com/politics/a-new-50-state-poll-shows-exactly-why-clinton-holds-the-advantage-over-trump/2016/09/05/13458832-7152-11e6-9705-23e51a2f424d_story.html",45372,70578,9/6/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"Illinois",10/4/2016,10/9/2016,"Google Consumer Surveys","B",1025,"lv",.0025646,39.07,29.52,6.88,,45.04517,38.26265,4.020239,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46700,73004,10/10/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"Wyoming",9/7/2016,9/13/2016,"Google Consumer Surveys","B",63,"lv",.0025624,16.57,58.22,14.78,,24.41425,67.16723,10.67887,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45792,71476,9/14/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"U.S.",9/28/2016,10/4/2016,"CVOTER International","C+",1274,"lv",.0025513,47.1,47.83,,,45.13787,45.56964,,,"","http://www.upi.com/Top_News/US/2016/10/05/UPICVoter-poll-Donald-Trumps-lead-over-Hillary-Clinton-tightens-to-less-than-a-point/8461475677645/?spt=sec&or=tn",46512,72711,10/5/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"Maine",9/7/2016,9/13/2016,"Google Consumer Surveys","B",88,"lv",.0025498,33.34,27.83,8.49,,41.43749,37.10577,4.388874,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45763,71447,9/14/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"U.S.",9/27/2016,10/3/2016,"Google Consumer Surveys","B",22006,"lv",.0025429,38.55,33.51,7.03,,45.24836,42.15966,3.660731,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46458,72656,10/5/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"U.S.",10/16/2016,10/18/2016,"The Times-Picayune/Lucid","",1639,"lv",.0025379,46,36,6,,46.41181,41.26712,2.895303,,"","https://luc.id/2016-presidential-tracker/",47075,73663,10/19/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"North Carolina",9/27/2016,10/3/2016,"Google Consumer Surveys","B",734,"lv",.0025246,31.28,41.89,7.83,,37.86388,50.3035,4.460731,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46486,72684,10/5/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"Colorado",10/17/2016,10/25/2016,"SurveyMonkey","C-",1595,"lv",.0025228,44,38,12,,42.61779,39.86179,8.234497,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus",47478,74270,10/26/16,"09:35:33  8 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/8/16,"Pennsylvania",10/17/2016,10/25/2016,"SurveyMonkey","C-",2131,"lv",.0024927,48,42,6,,46.59914,43.612,2.234497,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus",47511,74303,10/26/16,"09:35:33  8 Nov 2016"
